"iso2c","iso3c","country","date","IP.JRN.ARTC.SC","unit","obs_status","footnote","last_updated","papers","capital_city","longitude","latitude","region_iso3c","region_iso2c","region","admin_region_iso3c","admin_region_iso2c","admin_region","income_level_iso3c","income_level_iso2c","income_level","lending_type_iso3c","lending_type_iso2c","lending_type","papers_estimate","papers_estimate_3yr","data_papers","data_papers_estimate","data_papers_estimate_3yr","data_papers_3yr","data_papers_nomed","data_papers_nomed_estimate","data_papers_nomed_estimate_3yr","data_papers_nomed_3yr","data_papers_Medicine","data_papers_Business","data_papers_Economics","data_papers_Psychology","data_papers_Sociology","data_papers_Political Science","data_papers_3yr_Medicine","data_papers_3yr_Business","data_papers_3yr_Economics","data_papers_3yr_Psychology","data_papers_3yr_Sociology","data_papers_3yr_Political Science","BN.CAB.XOKA.GD.ZS","BX.KLT.DINV.WD.GD.ZS","CC.EST","GE.EST","HD.HCI.LAYS","HD.HCI.OVRL","IQ.SCI.OVRL","IQ.SPI.OVRL","IQ.SPI.PIL1","IQ.SPI.PIL2","IQ.SPI.PIL3","IQ.SPI.PIL4","IQ.SPI.PIL5","NE.TRD.GNFS.ZS","NV.AGR.TOTL.ZS","NV.IND.MANF.ZS","NY.GDP.MKTP.PP.KD","NY.GDP.PCAP.PP.KD","PV.EST","RL.EST","RQ.EST","SE.PRM.ENRR","SE.TER.CUAT.MS.ZS","SE.TER.ENRR","SI.POV.DDAY","SI.POV.GINI","SP.POP.TOTL","VA.EST","SP.POP.TOTL_imp_tag","NY.GDP.MKTP.PP.KD_imp_tag","IQ.SPI.OVRL_imp_tag","NY.GDP.PCAP.PP.KD_imp_tag","IQ.SPI.PIL1_imp_tag","IQ.SPI.PIL2_imp_tag","IQ.SPI.PIL3_imp_tag","IQ.SPI.PIL4_imp_tag","IQ.SPI.PIL5_imp_tag","IQ.SCI.OVRL_imp_tag","NV.IND.MANF.ZS_imp_tag","NV.AGR.TOTL.ZS_imp_tag","NE.TRD.GNFS.ZS_imp_tag","HD.HCI.OVRL_imp_tag","HD.HCI.LAYS_imp_tag","SE.PRM.ENRR_imp_tag","BN.CAB.XOKA.GD.ZS_imp_tag","CC.EST_imp_tag","GE.EST_imp_tag","PV.EST_imp_tag","RQ.EST_imp_tag","RL.EST_imp_tag","VA.EST_imp_tag","BX.KLT.DINV.WD.GD.ZS_imp_tag","SI.POV.DDAY_imp_tag","SI.POV.GINI_imp_tag","SE.TER.CUAT.MS.ZS_imp_tag","SE.TER.ENRR_imp_tag","WGI.OVL","SPI.INDEX.PIL1","SPI.INDEX.PIL2","SPI.INDEX.PIL3","SPI.INDEX.PIL4","SPI.INDEX.PIL5","SPI.INDEX","SPI.DIM1.5.INDEX","SPI.DIM2.1.INDEX","SPI.DIM2.2.INDEX","SPI.DIM2.4.INDEX","SPI.DIM3.1.INDEX","SPI.DIM3.2.INDEX","SPI.DIM3.3.INDEX","SPI.DIM3.4.INDEX","SPI.DIM4.1.CEN.INDEX","SPI.DIM4.1.SVY.INDEX","SPI.DIM4.2.INDEX","SPI.DIM4.3.INDEX","SPI.DIM5.1.INDEX","SPI.DIM5.2.INDEX","SPI.DIM5.5.INDEX","SPI.D1.5.POV","SPI.D1.5.CHLD.MORT","SPI.D1.5.DT.TDS.DPPF.XP.ZS","SPI.D1.5.SAFE.MAN.WATER","SPI.D1.5.LFP","SPI.D2.1.GDDS","SPI.D2.2.Machine.readable","SPI.D2.2.Non.proprietary","SPI.D2.2.Download.options","SPI.D2.2.Metadata.available","SPI.D2.2.Terms.of.use","SPI.D2.2.Openness.subscore","SPI.D2.4.NADA","SPI.D3.1.POV","SPI.D3.2.HNGR","SPI.D3.3.HLTH","SPI.D3.4.EDUC","SPI.D3.5.GEND","SPI.D3.6.WTRS","SPI.D3.7.ENRG","SPI.D3.8.WORK","SPI.D3.9.INDY","SPI.D3.10.NEQL","SPI.D3.11.CITY","SPI.D3.12.CNSP","SPI.D3.13.CLMT","SPI.D3.15.LAND","SPI.D3.16.INST","SPI.D3.17.PTNS","SPI.D4.1.1.POPU","SPI.D4.1.2.AGRI","SPI.D4.1.3.BIZZ","SPI.D4.1.4.HOUS","SPI.D4.1.5.AGSVY","SPI.D4.1.6.LABR","SPI.D4.1.7.HLTH","SPI.D4.1.8.BZSVY","SPI.D4.2.3.CRVS","SPI.D4.3.GEO.first.admin.level","SPI.D5.1.DILG","SPI.D5.2.1.SNAU","SPI.D5.2.2.NABY","SPI.D5.2.3.CNIN","SPI.D5.2.4.CPIBY","SPI.D5.2.5.HOUS","SPI.D5.2.6.EMPL","SPI.D5.2.7.CGOV","SPI.D5.2.8.FINA","SPI.D5.2.9.MONY","SPI.D5.2.10.GSBP","SPI.D5.5.DIFI"
"LS","LSO","Lesotho",2018,20.78,NA,NA,NA,"2023-10-26",1,"Maseru",27.7167,-29.5208,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LMC","XN","Lower middle income","IDX","XI","IDA",9.090909090909092,27.27272727272727,1,9.090909090909092,21.212121212121215,2.3333333333333335,0,0,9.090909090909092,1,1,0,0,0,0,0,1.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,-2.17549067890759,1.59898747822455,-0.136426091194153,-0.922438740730286,6.31405115127563,0.398492515087128,65.5555666666667,55.7041666666667,80,63.2666666666667,55.5875,39.6666666666667,40,142.630086979714,4.24977550967978,16.6313080968553,5499511578.82524,2502.03323214754,-0.188686534762383,-0.366134911775589,-0.55536687374115,109.972618103027,NA,9.7244701385498,32.4,44.9,2198017,0.00887552369385958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,-0.3600296047516169,80,63.26666666666667,55.5875,39.666666666666664,40,55.70416666666668,0.8,0.5,0.398,1,0.599,0.49433333333333335,0.4445,0.7225,0.6666666666666666,0.734,0,0.18600000000000003,-99,0.4,-99,0,1,1,1,1,0.5,0.228,0.782,0.396,0.583,0,0.398,1,0.429,0.778,0.667,0.545,0.375,0.8,0.933,0.333,0.5,0.5,0.2,0.5,0,0.889,0.778,0.667,1,1,0,1,1,0.67,1,0,0,0.18600000000000003,NA,0.5,0.5,0.5,0,1,0,0,0.5,1,0,NA
"LT","LTU","Lithuania",2018,2299.87,NA,NA,NA,"2023-10-26",28,"Vilnius",25.2799,54.6896,"ECS","Z7","Europe & Central Asia",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",254.54545454545453,269.6969696969697,22,200,206.06060606060603,22.666666666666668,13,118.18181818181819,121.2121212121212,13.333333333333334,9,6,4,1,0,2,9.333333333333334,4.666666666666667,5.333333333333333,1,0.6666666666666666,1.6666666666666667,0.229385319103767,2.41824675908945,0.46633306145668,1.03165376186371,11.3676471710205,0.726695239543915,83.3333333333333,85.43875,100,91.8333333333333,63.49375,71.8666666666667,100,148.594780129181,2.87960341007644,16.5793486337956,99305476902.7311,35446.708082914,0.729063928127289,0.923340857028961,1.09371483325958,104.265342712402,13.3521699905396,73.7303009033203,0.9,35.7,2801543,0.901689648628235,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8576326817274093,100,91.83333333333331,63.493750000000006,71.86666666666667,100,85.43875000000001,1,1,0.755,1,0.6876666666666666,0.6888333333333333,0.389,0.561,0.6666666666666666,0.866,1,0.342,1,1,1,1,1,1,1,1,1,0.981,1,0.934,0.812,0.048,0.755,1,0.571,0.8,0.905,0.6,0.25,1,0.8,0.75,1,0.5,0.333,0.75,0,0.778,0.667,0.455,1,1,0,1,1,1,0.33,1,1,0.342,1,1,1,1,1,1,1,1,1,1,1,1
"LU","LUX","Luxembourg",2018,881.62,NA,NA,NA,"2023-10-26",13,"Luxembourg",6.1296,49.61,"ECS","Z7","Europe & Central Asia",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",118.18181818181819,75.75757575757576,11,100,57.575757575757585,6.333333333333333,10,90.9090909090909,39.39393939393939,4.333333333333333,1,1,5,2,2,0,2,0.3333333333333333,2,0.6666666666666666,1,0.3333333333333333,3.73116137472709,-117.374732788679,2.04786849021912,1.73642694950104,9.92983627319336,0.692368566989899,NA,78.73375,80,90.4333333333333,63.94375,59.2916666666667,100,362.423904500585,0.23465447209239,4.96159222732281,69406288659.8932,114164.468558094,1.34725511074066,1.76834964752197,1.7491340637207,97.3428497314453,NA,19.3915195465088,0.3,35.4,607950,1.54260861873627,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.6986071467399604,80,90.43333333333332,63.94374999999999,59.94166666666666,100,78.86374999999998,0.8,1,0.713,1,0.6693333333333333,0.7006666666666667,0.4445,0.561,0.6666666666666666,0.666,1,0.065,1,1,1,1,0,1,1,1,1,0.774,0.7929999999999999,0.652,0.5710000000000001,0.774,0.713,1,0.571,0.8,0.857,0.455,0.5,0.833,0.8,0.75,1,0.571,0.333,0.75,0,0.889,0.667,0.455,1,1,0,1,0,1,0.33,1,1,0.065,1,1,1,1,1,1,1,1,1,1,1,1
"LV","LVA","Latvia",2018,1401.28,NA,NA,NA,"2023-10-26",18,"Riga",24.1048,56.9465,"ECS","Z7","Europe & Central Asia",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",163.63636363636363,175.75757575757575,15,136.36363636363637,148.4848484848485,16.333333333333332,11,100,93.93939393939394,10.333333333333334,4,5,1,1,0,4,6,4.666666666666667,2.6666666666666665,0.3333333333333333,0.6666666666666666,2,-0.13197994464516,1.23236160129674,0.297805100679398,1.00042855739594,11.5573749542236,0.738353431224823,90,83.9991666666667,100,89.1666666666667,62.7875,68.0416666666667,100,123.582361616538,3.59380516050941,10.5571478141466,57914281683.9174,30051.4025635035,0.395304828882217,0.923249125480652,1.13444352149963,99.614387512207,14.6020202636719,93.0244827270508,0.4,35.1,1927174,0.792103886604309,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7572225034236909,100,89.16666666666666,62.78750000000001,68.04166666666667,100,83.99916666666667,1,1,0.675,1,0.6706666666666666,0.687,0.389,0.561,0.6666666666666666,0.934,1,0.121,1,1,1,1,1,1,1,1,1,0.8859999999999999,0.905,0.792,0.76,0.033,0.675,1,0.571,0.8,0.9,0.545,0.375,0.833,0.8,0.75,0.889,0.6,0.333,0.75,0,0.778,0.667,0.455,1,1,0,1,1,1,0.67,1,1,0.121,1,1,1,1,1,1,1,1,1,1,1,1
"MO","MAC","Macao SAR, China",2018,NA,NA,NA,NA,"2023-10-26",2,NA,113.55,22.1667,"EAS","Z4","East Asia & Pacific",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",18.181818181818183,57.57575757575757,2,18.181818181818183,54.54545454545454,6,2,18.181818181818183,27.272727272727277,3,0,1,1,0,0,0,3,1.3333333333333333,1,0.3333333333333333,0.3333333333333333,0,33.0034017299807,3.12895231694911,0.675081074237823,1.15808200836182,11.0725860595703,0.763288140296936,NA,NA,80,NA,23.93125,NA,NA,115.630664847193,NA,0.538671650051649,83611541312.0895,128437.322961592,1.22957813739777,0.971920669078827,1.60642433166504,89.2574005126953,NA,77.3317794799805,NA,NA,650991,-0.0683546885848045,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.9287885886927459,80,NA,23.93125000000001,NA,NA,NA,0.8,0.5,0.424,NA,0.1975,0.21666666666666667,0.278,0.394,NA,NA,1,0,-99,NA,-99,1,0,1,1,1,0.5,0.615,0.652,0.19,0.431,0.231,0.424,NA,0.143,0.25,0.045,0.455,0.125,0.167,0.6,0.167,0.333,0.2,0,0,0,0.556,0.333,0.455,1,0,NA,NA,NA,NA,NA,NA,1,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MF","MAF","St. Martin (French part)",2018,NA,NA,NA,NA,"2023-10-26",1,"Marigot",NA,NA,"LCN","ZJ","Latin America & Caribbean",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",9.090909090909092,9.090909090909092,1,9.090909090909092,9.090909090909092,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,6.41875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33852,NA,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,40,NA,6.418749999999999,NA,NA,NA,0.4,0,NA,NA,0,0.0935,0.1665,0.0665,NA,NA,1,NA,-99,NA,-99,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.2,0,0.111,0,0,0.25,0,0.333,0,0.133,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MA","MAR","Morocco",2018,4698.58,NA,NA,NA,"2023-10-26",29,"Rabat",-6.8704,33.9905,"MEA","ZQ","Middle East & North Africa","MNA","XQ","Middle East & North Africa (excluding high income)","LMC","XN","Lower middle income","IBD","XF","IBRD",263.6363636363636,251.5151515151515,25,227.27272727272728,227.27272727272725,25,7,63.63636363636363,60.6060606060606,6.666666666666667,18,4,2,0,1,0,18.333333333333332,2.6666666666666665,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.3333333333333333,-4.87290185287995,2.78337949322228,-0.289577841758728,-0.349293291568756,6.05001544952393,0.492540985345841,73.3333333333333,59.8575,70,88.4,67.3625,28.525,45,77.2548875243989,11.3055402401365,14.858810428392,294304349937.034,8072.08642578125,-0.348556756973267,-0.248697802424431,-0.259155303239822,110.367233276367,NA,35.6224212646484,1.4,39.5,35927511,-0.675675570964813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-0.3618260944883029,70,88.39999999999999,67.3625,28.525,45,59.857499999999995,0.7,1,0.652,1,0.6936666666666667,0.5555,0.9445,0.6970000000000001,0.5,0.466,0,0.175,-99,0.45,-99,0.5,0,1,1,1,1,0.461,0.933,0.467,0.467,0.933,0.652,1,0.571,0.8,0.905,0.6,0.286,1,0.8,0.333,0.5,0.4,0.8,0.5,1,0.889,0.667,0.727,1,0,0.5,1,0,0,0.33,1,0,0.175,NA,1,0,0.5,0,1,1,0,0,1,0,NA
"MC","MCO","Monaco",2018,46.21,NA,NA,NA,"2023-10-26",3,"Monaco",7.41891,43.7325,"ECS","Z7","Europe & Central Asia",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",27.272727272727273,18.181818181818183,3,27.272727272727273,18.181818181818183,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,NA,NA,1.78090953826904,1.87926542758942,NA,NA,NA,NA,60,NA,26.64375,NA,NA,NA,NA,NA,NA,NA,1.57725429534912,1.53662586212158,1.18732905387878,126.725776672363,NA,49.079029083252,NA,NA,37029,0.640359580516815,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1.4336239596207925,60,NA,26.64375,NA,NA,NA,0.6,0,NA,NA,0.2225,0.21583333333333332,0.472,0.34450000000000003,NA,NA,1,NA,-99,NA,-99,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0.143,0.143,0.333,0.091,0.125,0.5,0.2,0.077,0.125,0.143,0.5,0.25,0.5,0.444,0.556,0.133,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD","MDA","Moldova",2018,202.36,NA,NA,NA,"2023-10-26",7,"Chisinau",28.8497,47.0167,"ECS","Z7","Europe & Central Asia","ECA","7E","Europe & Central Asia (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",63.63636363636363,63.63636363636365,5,45.45454545454545,39.3939393939394,4.333333333333333,1,9.090909090909092,15.151515151515154,1.6666666666666667,4,1,0,0,0,0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,0,-10.7686094765277,2.61060161412451,-0.746429085731506,-0.501230299472809,8.2505407333374,0.581760942935944,92.2222333333333,75.62125,100,94.2333333333333,55.05625,58.8166666666667,70,87.4467874275648,10.1468784571365,10.0691978482836,32872835414.5919,12142.7301220455,-0.402226477861404,-0.433740764856339,-0.0323153994977474,103.336631774902,1.11343002319336,52.8349494934082,0,25.7,2707203,-0.109600901603699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.37092382150391745,100,94.23333333333332,55.05625,58.81666666666667,70,75.62125,1,1,0.8270000000000001,1,0.6185,0.5028333333333334,0.4445,0.5960000000000001,0.6666666666666666,0.466,1,0.22,-99,0.7,-99,1,1,1,1,1,1,0.933,0.933,0.777,0.654,0.838,0.8270000000000001,1,0.571,0.625,0.81,0.455,0.25,1,0.6,0.5,0.75,0.75,0.167,0.25,0,0.889,0.556,0.636,1,1,0,1,0,1,0.33,0,1,0.22,NA,0,0,1,1,1,1,0.5,0.5,1,1,NA
"MG","MDG","Madagascar",2018,124.28,NA,NA,NA,"2023-10-26",14,"Antananarivo",45.7167,-20.4667,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LIC","XM","Low income","IDX","XI","IDA",127.27272727272727,166.66666666666666,13,118.18181818181819,157.57575757575756,17.333333333333332,3,27.272727272727273,30.3030303030303,3.3333333333333335,10,1,2,0,0,0,14,0.3333333333333333,2.6666666666666665,0,0.3333333333333333,0,0.712560880242075,4.44792798717825,-1.02054178714752,-1.21207213401794,4.71344089508057,0.38549268245697,47.7778,50.1875,90,56.3,61.9625,12.675,30,67.841504668148,23.9733833011787,9.36959542225756,41808723575.655,1557.32254578551,-0.578839123249054,-0.836624085903168,-0.785894691944122,136.93603515625,1.51721000671387,5.32438993453979,80.7,42.6,26846541,-0.321327120065689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.7925498237212488,90,56.3,61.9625,12.675,30,50.18750000000001,0.9,0.5,0.18899999999999997,1,0.6355,0.5815,0.6945,0.6115,0,0.468,0,0.039,-99,0.3,-99,0.5,1,1,1,1,0.5,0,0.512,0.194,0.238,0,0.18899999999999997,1,0.429,0.778,0.762,0.636,0.375,0.833,0.933,0.5,0.556,0.4,0.6,0.5,0.5,0.889,0.556,0.667,0,0,0,0.67,0,0.67,1,0,0,0.039,NA,0,0,0,0.5,1,0,0,0.5,1,0,NA
"MV","MDV","Maldives",2018,7.25,NA,NA,NA,"2023-10-26",2,"Male",73.5109,4.1742,"SAS","8S","South Asia","SAS","8S","South Asia","UMC","XT","Upper middle income","IDX","XI","IDA",18.181818181818183,21.212121212121215,2,18.181818181818183,15.15151515151515,1.6666666666666667,2,18.181818181818183,9.090909090909092,1,0,0,2,0,0,0,0.6666666666666666,0,1,0,0,0,-28.3444983487589,10.8595260731334,-0.875025868415833,-0.492414593696594,NA,NA,63.3333,50.735,70,29.8666666666667,64.675,49.1333333333333,40,153.832554237169,5.23585328694421,2.12429927716533,9692060901.42097,19789.4897100629,0.0829711183905602,-0.55726546049118,-0.531163573265076,96.5892333984375,NA,34.778018951416,0,31.3,489758,-0.675655543804169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-0.5080923202137153,70,29.866666666666664,64.67500000000001,49.13333333333333,40,50.735,0.7,0.5,0.396,0,0.721,0.5195000000000001,0.889,0.5635,0.3333333333333333,0.468,1,0.16399999999999998,-99,0.4,-99,0,1,1,1,0.5,0.5,0.6409999999999999,0.763,0.142,0.433,0,0.396,0,1,0.375,0.857,0.636,0.625,0.833,0.8,0.417,0.333,0.4,0.667,0.5,1,0.778,0.556,0.571,1,0,0,1,0,0,0.67,0.67,1,0.16399999999999998,NA,0.5,0.5,0,0.5,1,0,0.5,0,1,0,NA
"MX","MEX","Mexico",2018,16926.89,NA,NA,NA,"2023-10-26",170,"Mexico City",-99.1276,19.427,"LCN","ZJ","Latin America & Caribbean","LAC","XJ","Latin America & Caribbean (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",1545.4545454545455,1487.878787878788,145,1318.1818181818182,1242.4242424242423,136.66666666666666,29,263.6363636363636,321.2121212121212,35.333333333333336,116,5,16,4,2,2,101.33333333333333,5.666666666666667,18.666666666666668,4.333333333333333,3.3333333333333335,3.3333333333333335,-2.13816698285651,3.09689756735351,-0.948684394359589,-0.292913615703583,8.81274604797363,0.611657083034515,90,87.7683333333333,100,92.9333333333333,90.625,80.2833333333333,75,80.5593842287784,3.38380038252913,17.5433645118774,2514779898431.96,20278.2163070623,-0.673981010913849,-0.641823947429657,0.0843754634261131,105.188163757324,1.51269996166229,41.6382789611816,2.6,46.7,124013861,-0.00858165230602026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4136015262144308,100,92.93333333333332,90.625,80.28333333333333,75,87.76833333333333,1,1,0.7879999999999999,1,0.9128333333333334,0.9075,1,0.789,0.8333333333333334,0.934,1,0.444,-99,0.75,-99,1,1,1,1,1,1,0.963,0.83,0.841,0.826,0.481,0.7879999999999999,1,1,1,1,0.727,0.75,1,1,0.917,0.778,0.75,1,1,1,1,0.778,0.8,1,0.5,1,1,1,1,0.67,1,1,0.444,NA,1,0.5,1,0.5,1,1,0.5,0,1,1,NA
"MH","MHL","Marshall Islands",2018,2.51,NA,NA,NA,"2023-10-26",0,"Majuro",171.135,7.11046,"EAS","Z4","East Asia & Pacific","EAP","4E","East Asia & Pacific (excluding high income)","UMC","XT","Upper middle income","IDX","XI","IDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1787188229867,4.44628551663636,0.348221093416214,-0.182951793074608,5.09619998931885,0.404367625713348,32.2222,20.9604166666667,20,24.1,44.21875,11.4833333333333,5,129.002285593919,16.4809422136385,3.71795415407721,227885401.769556,4955.21541606809,0.998590290546417,0.163996770977974,-0.797005653381348,107.456016540527,0.843659996986389,28.9444999694824,0.9,35.5,45989,1.12343680858612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.2757145861784615,20,24.1,44.21874999999999,11.483333333333333,5,20.960416666666667,0.2,0.5,0.223,0,0.439,0.42033333333333334,0.639,0.3205,0.3333333333333333,0.066,0,0.06,-99,0.05,-99,0,0,0,1,0,0.5,0,0.53,0.241,0.344,0,0.223,0,0.429,0.571,0.429,0.455,0.25,0.5,0.8,0.167,0.222,0.333,0.5,0.5,0.5,0.778,0.333,0.308,1,0,0,0,0,0,0.33,0,0,0.06,NA,0.5,0,0,0,0,0,0,0,0,0,NA
"MK","MKD","North Macedonia",2018,447.14,NA,NA,NA,"2023-10-26",13,"Skopje",21.4361,42.0024,"ECS","Z7","Europe & Central Asia","ECA","7E","Europe & Central Asia (excluding high income)","UMC","XT","Upper middle income","IBD","XF","IBRD",118.18181818181819,169.69696969696972,9,81.81818181818181,118.18181818181817,13,7,63.63636363636363,66.66666666666667,7.333333333333333,2,0,6,0,0,1,5.666666666666667,1.6666666666666667,4,0.3333333333333333,0.3333333333333333,1,0.143273399696415,5.11494871186831,-0.392472922801971,0.0558764338493347,6.81677198410034,0.535392045974731,86.6667,70.14875,100,88.0666666666667,51.69375,55.9833333333333,55,133.215207648008,8.47039846991427,13.3473954345583,33521718341.0453,16145.5755063393,-0.21198371052742,-0.307711988687515,0.515392661094666,94.3331985473633,1.93279004096985,40.9259605407715,3.4,33,2076217,-0.0259811878204346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.06114678581555666,100,88.06666666666668,51.693749999999994,55.98333333333334,55.00000000000001,70.14875,1,1,0.642,1,0.6198333333333333,0.4281666666666667,0.4445,0.547,0.3333333333333333,0.802,1,0.104,-99,0.55,-99,1,1,1,1,1,1,0.893,0.952,0.642,0.675,0.048,0.642,1,0.571,0.556,0.762,0.455,0.375,1,0.6,0.385,0.667,0.5,0.167,0.25,0,0.889,0.556,0.538,0.5,0.5,0,1,0.67,1,0.67,0.67,1,0.104,NA,0,0,1,1,1,0,0.5,0,1,1,NA
"ML","MLI","Mali",2018,86.42,NA,NA,NA,"2023-10-26",11,"Bamako",-7.50034,13.5667,"SSF","ZG","Sub-Saharan Africa","SSA","ZF","Sub-Saharan Africa (excluding high income)","LIC","XM","Low income","IDX","XI","IDA",100,81.81818181818183,9,81.81818181818181,63.63636363636363,7,3,27.272727272727273,21.212121212121215,2.3333333333333335,6,0,3,0,0,0,4.666666666666667,0,1.3333333333333333,0,0.3333333333333333,0.6666666666666666,-4.89872553731291,2.73738513260563,-0.711567580699921,-1.02598321437836,2.86034798622131,0.321505188941956,57.7778,54.5866666666667,80,63.1,64.125,35.7083333333333,30,60.1447828038175,37.6124431580175,6.28977968897592,43567915125.3895,2185.5755906423,-2.08446145057678,-0.815356373786926,-0.600795805454254,72.0947494506836,0.110440000891685,4.96651792526245,15.2,36,19934298,-0.327701359987259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9276442974805833,80,63.1,64.12500000000001,35.708333333333336,30,54.58666666666667,0.8,0.5,0.393,1,0.7045,0.5731666666666667,0.639,0.658,0.3333333333333333,0.866,0,0.229,-99,0.3,-99,0,1,1,1,1,0.5,0.32,0.782,0.387,0.31,0.16699999999999998,0.393,1,0.571,0.8,0.762,0.636,0.625,0.833,0.8,0.583,0.556,0.4,0.6,0.5,0.5,0.778,0.778,0.538,1,0,0,1,1,1,1,0.33,0,0.229,NA,0.5,0,0.5,0,1,0,0,0,1,0,NA
"MT","MLT","Malta",2018,430.22,NA,NA,NA,"2023-10-26",9,"Valletta",14.5189,35.9042,"MEA","ZQ","Middle East & North Africa",NA,NA,NA,"HIC","XD","High income","LNX","XX","Not classified",81.81818181818181,54.54545454545454,9,81.81818181818181,51.51515151515151,5.666666666666667,5,45.45454545454545,21.212121212121215,2.3333333333333335,4,0,3,1,1,0,3.3333333333333335,0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0,5.67588166689264,29.3245784881026,0.547609329223633,0.931033909320831,10.1937236785889,0.708490550518036,NA,73.7883333333333,100,84,46.35,68.5916666666667,70,307.443411210495,0.653260744567166,7.07121217743579,21612344256.011,44595.5559004003,1.27142131328583,1.01952743530273,1.32744300365448,99.5983276367188,6.64273977279663,55.7488708496094,0.1,28.7,484630,1.100830078125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0329775114854174,100,83.99999999999999,46.349999999999994,68.59166666666667,70,73.78833333333333,1,1,0.52,1,0.5046666666666667,0.482,0.278,0.47,0.6666666666666666,0.934,1,0.14300000000000002,-99,0.7,-99,1,1,1,1,1,1,0.251,0.7140000000000001,0.35,0.573,0.7140000000000001,0.52,1,0.429,0.556,0.762,0.364,0.25,0.667,0.6,0.5,0.625,0.5,0.167,0.5,0,0.556,0.667,0.273,1,1,0,1,1,1,0.67,1,1,0.14300000000000002,NA,1,0.5,1,0.5,1,0,1,1,1,0,NA
